Id,Time,Machine,Component,Parameter,Value
6906,2024-08-11T03:20:50.802641Z,Dozer_1,Fuel,Water Fuel,1781.92
6907,2024-08-11T03:20:50.802641Z,Dozer_1,Fuel,Fuel Temperature,399.85
6908,2024-08-11T03:20:50.802641Z,Dozer_1,Fuel,Fuel Level,1.11
6909,2024-08-11T03:20:50.802641Z,Dozer_1,Fuel,Fuel Pressure,31.28
6910,2024-08-11T03:20:50.802641Z,Dozer_1,Drive,Brake Control,1.08
6911,2024-08-11T03:20:50.802641Z,Dozer_1,Drive,Pedal Sensor,5.28
6912,2024-08-11T03:20:50.802641Z,Dozer_1,Drive,Transmission Pressure,446.55
6913,2024-08-11T03:20:50.802641Z,Dozer_1,Misc,Air Filter Pressure Drop,18.81
6914,2024-08-11T03:20:50.802641Z,Dozer_1,Misc,System Voltage,18.13
6915,2024-08-11T03:20:50.802641Z,Dozer_1,Misc,Exhaust Gas Temperature,363.51
6916,2024-08-11T03:20:50.802641Z,Dozer_1,Misc,Hydraulic Pump Rate,122.85
6917,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Engine,Engine Oil Pressure,68.84
6918,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Engine,Engine Temperature,103.89
6919,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Engine,Engine Speed,1788.84
6920,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Fuel,Water Fuel,1780.89
6921,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Fuel,Fuel Temperature,399.77
6922,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Fuel,Fuel Level,1.13
6923,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Fuel,Fuel Pressure,31.36
6924,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Drive,Brake Control,1.07
6925,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Drive,Pedal Sensor,5.28
6926,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Drive,Transmission Pressure,446.71
6927,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,18.88
6928,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Misc,System Voltage,18.12
6929,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,363.61
6930,2024-08-11T03:20:50.802641Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,122.4
6931,2024-08-11T03:20:51.807781Z,Excavator_1,Engine,Engine Oil Pressure,68.76
6932,2024-08-11T03:20:51.807781Z,Excavator_1,Engine,Engine Temperature,104.07
6933,2024-08-11T03:20:51.807781Z,Excavator_1,Engine,Engine Speed,1788.81
6934,2024-08-11T03:20:51.807781Z,Excavator_1,Fuel,Water Fuel,1780.5
6935,2024-08-11T03:20:51.807781Z,Excavator_1,Fuel,Fuel Temperature,399.84
6936,2024-08-11T03:20:51.807781Z,Excavator_1,Fuel,Fuel Level,1.16
6937,2024-08-11T03:20:51.807781Z,Excavator_1,Fuel,Fuel Pressure,31.43
6938,2024-08-11T03:20:51.807781Z,Excavator_1,Drive,Brake Control,1.09
6939,2024-08-11T03:20:51.807781Z,Excavator_1,Drive,Pedal Sensor,5.26
6940,2024-08-11T03:20:51.807781Z,Excavator_1,Drive,Transmission Pressure,446.57
6941,2024-08-11T03:20:51.807781Z,Excavator_1,Misc,Air Filter Pressure Drop,18.96
6942,2024-08-11T03:20:51.807781Z,Excavator_1,Misc,System Voltage,18.12
6943,2024-08-11T03:20:51.807781Z,Excavator_1,Misc,Exhaust Gas Temperature,363.97
6944,2024-08-11T03:20:51.807781Z,Excavator_1,Misc,Hydraulic Pump Rate,121.91
6945,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Engine,Engine Oil Pressure,68.7
6946,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Engine,Engine Temperature,104.14
6947,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Engine,Engine Speed,1784.16
6948,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Fuel,Water Fuel,1779.93
6949,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Fuel,Fuel Temperature,400.03
6950,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Fuel,Fuel Level,1.17
6951,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Fuel,Fuel Pressure,31.44
6952,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Drive,Brake Control,1.07
6953,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Drive,Pedal Sensor,5.25
6954,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Drive,Transmission Pressure,447.34
6955,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,18.99
6956,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Misc,System Voltage,18.12
6957,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,363.71
6958,2024-08-11T03:20:51.807781Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,121.95
6959,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,68.65
6960,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Engine,Engine Temperature,103.92
6961,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Engine,Engine Speed,1781.6
6962,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Fuel,Water Fuel,1778.84
6963,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Fuel,Fuel Temperature,399.82
6964,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Fuel,Fuel Level,1.12
6965,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Fuel,Fuel Pressure,31.52
6966,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Drive,Brake Control,1.06
6967,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.25
6968,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Drive,Transmission Pressure,447.15
6969,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,19.0
6970,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Misc,System Voltage,18.11
6971,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,363.96
6972,2024-08-11T03:20:51.807781Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,121.76
6973,2024-08-11T03:20:51.807781Z,Dozer_1,Engine,Engine Oil Pressure,68.63
6974,2024-08-11T03:20:51.807781Z,Dozer_1,Engine,Engine Temperature,104.17
6975,2024-08-11T03:20:51.807781Z,Dozer_1,Engine,Engine Speed,1777.67
6976,2024-08-11T03:20:51.807781Z,Dozer_1,Fuel,Water Fuel,1778.18
6977,2024-08-11T03:20:51.807781Z,Dozer_1,Fuel,Fuel Temperature,399.87
6978,2024-08-11T03:20:51.807781Z,Dozer_1,Fuel,Fuel Level,1.09
6979,2024-08-11T03:20:51.807781Z,Dozer_1,Fuel,Fuel Pressure,31.54
6980,2024-08-11T03:20:51.807781Z,Dozer_1,Drive,Brake Control,1.08
6981,2024-08-11T03:20:51.807781Z,Dozer_1,Drive,Pedal Sensor,5.24
6982,2024-08-11T03:20:51.807781Z,Dozer_1,Drive,Transmission Pressure,447.5
6983,2024-08-11T03:20:51.807781Z,Dozer_1,Misc,Air Filter Pressure Drop,19.1
6984,2024-08-11T03:20:51.807781Z,Dozer_1,Misc,System Voltage,18.11
6985,2024-08-11T03:20:51.807781Z,Dozer_1,Misc,Exhaust Gas Temperature,363.54
6986,2024-08-11T03:20:51.807781Z,Dozer_1,Misc,Hydraulic Pump Rate,121.28
6987,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Engine,Engine Oil Pressure,68.56
6988,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Engine,Engine Temperature,104.03
6989,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Engine,Engine Speed,1774.27
6990,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Fuel,Water Fuel,1777.35
6991,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Fuel,Fuel Temperature,399.86
6992,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Fuel,Fuel Level,1.05
6993,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Fuel,Fuel Pressure,31.62
6994,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Drive,Brake Control,1.07
6995,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Drive,Pedal Sensor,5.23
6996,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Drive,Transmission Pressure,448.37
6997,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,19.11
6998,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Misc,System Voltage,18.1
6999,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,363.51
7000,2024-08-11T03:20:51.807781Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,121.1
7001,2024-08-11T03:20:52.825984Z,Excavator_1,Engine,Engine Oil Pressure,68.5
7002,2024-08-11T03:20:52.825984Z,Excavator_1,Engine,Engine Temperature,104.1
7003,2024-08-11T03:20:52.825984Z,Excavator_1,Engine,Engine Speed,1776.26
7004,2024-08-11T03:20:52.825984Z,Excavator_1,Fuel,Water Fuel,1774.85
7005,2024-08-11T03:20:52.825984Z,Excavator_1,Fuel,Fuel Temperature,399.91
7006,2024-08-11T03:20:52.825984Z,Excavator_1,Fuel,Fuel Level,1.03
7007,2024-08-11T03:20:52.825984Z,Excavator_1,Fuel,Fuel Pressure,31.71
7008,2024-08-11T03:20:52.825984Z,Excavator_1,Drive,Brake Control,1.08
7009,2024-08-11T03:20:52.825984Z,Excavator_1,Drive,Pedal Sensor,5.22
7010,2024-08-11T03:20:52.825984Z,Excavator_1,Drive,Transmission Pressure,448.58
7011,2024-08-11T03:20:52.825984Z,Excavator_1,Misc,Air Filter Pressure Drop,19.2
7012,2024-08-11T03:20:52.825984Z,Excavator_1,Misc,System Voltage,18.1
7013,2024-08-11T03:20:52.825984Z,Excavator_1,Misc,Exhaust Gas Temperature,363.45
7014,2024-08-11T03:20:52.825984Z,Excavator_1,Misc,Hydraulic Pump Rate,120.73
7015,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Engine,Engine Oil Pressure,68.45
7016,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Engine,Engine Temperature,103.96
7017,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Engine,Engine Speed,1774.57
7018,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Fuel,Water Fuel,1773.52
7019,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Fuel,Fuel Temperature,400.03
7020,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Fuel,Fuel Level,0.99
7021,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Fuel,Fuel Pressure,31.74
7022,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Drive,Brake Control,1.09
7023,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Drive,Pedal Sensor,5.2
7024,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Drive,Transmission Pressure,448.88
7025,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,19.24
7026,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Misc,System Voltage,18.1
7027,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,363.45
7028,2024-08-11T03:20:52.825984Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,121.19
7029,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,68.43
7030,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Engine,Engine Temperature,103.81
7031,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Engine,Engine Speed,1779.31
7032,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Fuel,Water Fuel,1773.36
7033,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Fuel,Fuel Temperature,399.57
7034,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Fuel,Fuel Level,1.09
7035,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Fuel,Fuel Pressure,31.82
7036,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Drive,Brake Control,1.11
7037,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.19
7038,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Drive,Transmission Pressure,448.92
7039,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,19.25
7040,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Misc,System Voltage,18.1
7041,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,363.07
7042,2024-08-11T03:20:52.825984Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,121.08
7043,2024-08-11T03:20:52.825984Z,Dozer_1,Engine,Engine Oil Pressure,68.43
7044,2024-08-11T03:20:52.825984Z,Dozer_1,Engine,Engine Temperature,103.73
7045,2024-08-11T03:20:52.825984Z,Dozer_1,Engine,Engine Speed,1775.18
7046,2024-08-11T03:20:52.825984Z,Dozer_1,Fuel,Water Fuel,1772.08
7047,2024-08-11T03:20:52.825984Z,Dozer_1,Fuel,Fuel Temperature,399.66
7048,2024-08-11T03:20:52.825984Z,Dozer_1,Fuel,Fuel Level,1.14
7049,2024-08-11T03:20:52.825984Z,Dozer_1,Fuel,Fuel Pressure,31.92
7050,2024-08-11T03:20:52.825984Z,Dozer_1,Drive,Brake Control,1.12
7051,2024-08-11T03:20:52.825984Z,Dozer_1,Drive,Pedal Sensor,5.19
7052,2024-08-11T03:20:52.825984Z,Dozer_1,Drive,Transmission Pressure,449.24
7053,2024-08-11T03:20:52.825984Z,Dozer_1,Misc,Air Filter Pressure Drop,19.27
7054,2024-08-11T03:20:52.825984Z,Dozer_1,Misc,System Voltage,18.1
7055,2024-08-11T03:20:52.825984Z,Dozer_1,Misc,Exhaust Gas Temperature,363.33
7056,2024-08-11T03:20:52.825984Z,Dozer_1,Misc,Hydraulic Pump Rate,120.8
7057,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Engine,Engine Oil Pressure,68.35
7058,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Engine,Engine Temperature,103.79
7059,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Engine,Engine Speed,1774.5
7060,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Fuel,Water Fuel,1772.31
7061,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Fuel,Fuel Temperature,399.89
7062,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Fuel,Fuel Level,1.09
7063,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Fuel,Fuel Pressure,31.99
7064,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Drive,Brake Control,1.13
7065,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Drive,Pedal Sensor,5.18
7066,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Drive,Transmission Pressure,449.4
7067,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,19.32
7068,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Misc,System Voltage,18.09
7069,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,363.13
7070,2024-08-11T03:20:52.825984Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,120.52
7071,2024-08-11T03:20:53.839398Z,Excavator_1,Engine,Engine Oil Pressure,68.27
7072,2024-08-11T03:20:53.839398Z,Excavator_1,Engine,Engine Temperature,103.54
7073,2024-08-11T03:20:53.839398Z,Excavator_1,Engine,Engine Speed,1771.51
7074,2024-08-11T03:20:53.839398Z,Excavator_1,Fuel,Water Fuel,1773.62
7075,2024-08-11T03:20:53.839398Z,Excavator_1,Fuel,Fuel Temperature,399.83
7076,2024-08-11T03:20:53.839398Z,Excavator_1,Fuel,Fuel Level,1.12
7077,2024-08-11T03:20:53.839398Z,Excavator_1,Fuel,Fuel Pressure,32.06
7078,2024-08-11T03:20:53.839398Z,Excavator_1,Drive,Brake Control,1.12
7079,2024-08-11T03:20:53.839398Z,Excavator_1,Drive,Pedal Sensor,5.16
7080,2024-08-11T03:20:53.839398Z,Excavator_1,Drive,Transmission Pressure,448.48
7081,2024-08-11T03:20:53.839398Z,Excavator_1,Misc,Air Filter Pressure Drop,19.34
7082,2024-08-11T03:20:53.839398Z,Excavator_1,Misc,System Voltage,18.08
7083,2024-08-11T03:20:53.839398Z,Excavator_1,Misc,Exhaust Gas Temperature,363.41
7084,2024-08-11T03:20:53.839398Z,Excavator_1,Misc,Hydraulic Pump Rate,120.62
7085,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Engine,Engine Oil Pressure,68.21
7086,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Engine,Engine Temperature,103.71
7087,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Engine,Engine Speed,1775.82
7088,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Fuel,Water Fuel,1775.37
7089,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Fuel,Fuel Temperature,400.06
7090,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Fuel,Fuel Level,1.1
7091,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Fuel,Fuel Pressure,32.1
7092,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Drive,Brake Control,1.1
7093,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Drive,Pedal Sensor,5.15
7094,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Drive,Transmission Pressure,448.68
7095,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,19.38
7096,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Misc,System Voltage,18.07
7097,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,363.46
7098,2024-08-11T03:20:53.839398Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,120.27
7099,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,68.16
7100,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Engine,Engine Temperature,103.94
7101,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Engine,Engine Speed,1771.66
7102,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Fuel,Water Fuel,1777.07
7103,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Fuel,Fuel Temperature,400.03
7104,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Fuel,Fuel Level,1.09
7105,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Fuel,Fuel Pressure,32.12
7106,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Drive,Brake Control,1.13
7107,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.13
7108,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Drive,Transmission Pressure,449.45
7109,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,19.47
7110,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Misc,System Voltage,18.06
7111,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,363.04
7112,2024-08-11T03:20:53.839398Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,120.13
7113,2024-08-11T03:20:53.839398Z,Dozer_1,Engine,Engine Oil Pressure,68.07
7114,2024-08-11T03:20:53.839398Z,Dozer_1,Engine,Engine Temperature,103.94
7115,2024-08-11T03:20:53.839398Z,Dozer_1,Engine,Engine Speed,1772.68
7116,2024-08-11T03:20:53.839398Z,Dozer_1,Fuel,Water Fuel,1778.44
7117,2024-08-11T03:20:53.839398Z,Dozer_1,Fuel,Fuel Temperature,399.91
7118,2024-08-11T03:20:53.839398Z,Dozer_1,Fuel,Fuel Level,1.07
7119,2024-08-11T03:20:53.839398Z,Dozer_1,Fuel,Fuel Pressure,32.15
7120,2024-08-11T03:20:53.839398Z,Dozer_1,Drive,Brake Control,1.13
7121,2024-08-11T03:20:53.839398Z,Dozer_1,Drive,Pedal Sensor,5.12
7122,2024-08-11T03:20:53.839398Z,Dozer_1,Drive,Transmission Pressure,450.35
7123,2024-08-11T03:20:53.839398Z,Dozer_1,Misc,Air Filter Pressure Drop,19.5
7124,2024-08-11T03:20:53.839398Z,Dozer_1,Misc,System Voltage,18.06
7125,2024-08-11T03:20:53.839398Z,Dozer_1,Misc,Exhaust Gas Temperature,363.0
7126,2024-08-11T03:20:53.839398Z,Dozer_1,Misc,Hydraulic Pump Rate,119.73
7127,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Engine,Engine Oil Pressure,68.04
7128,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Engine,Engine Temperature,103.77
7129,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Engine,Engine Speed,1775.71
7130,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Fuel,Water Fuel,1777.0
7131,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Fuel,Fuel Temperature,399.9
7132,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Fuel,Fuel Level,1.04
7133,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Fuel,Fuel Pressure,32.25
7134,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Drive,Brake Control,1.12
7135,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Drive,Pedal Sensor,5.11
7136,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Drive,Transmission Pressure,449.52
7137,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,19.59
7138,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Misc,System Voltage,18.05
7139,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,362.95
7140,2024-08-11T03:20:53.839398Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,119.97
7141,2024-08-11T03:20:54.868217Z,Excavator_1,Engine,Engine Oil Pressure,67.95
7142,2024-08-11T03:20:54.868217Z,Excavator_1,Engine,Engine Temperature,103.79
7143,2024-08-11T03:20:54.868217Z,Excavator_1,Engine,Engine Speed,1776.98
7144,2024-08-11T03:20:54.868217Z,Excavator_1,Fuel,Water Fuel,1776.55
7145,2024-08-11T03:20:54.868217Z,Excavator_1,Fuel,Fuel Temperature,399.9
7146,2024-08-11T03:20:54.868217Z,Excavator_1,Fuel,Fuel Level,1.01
7147,2024-08-11T03:20:54.868217Z,Excavator_1,Fuel,Fuel Pressure,32.3
7148,2024-08-11T03:20:54.868217Z,Excavator_1,Drive,Brake Control,1.11
7149,2024-08-11T03:20:54.868217Z,Excavator_1,Drive,Pedal Sensor,5.1
7150,2024-08-11T03:20:54.868217Z,Excavator_1,Drive,Transmission Pressure,448.57
7151,2024-08-11T03:20:54.868217Z,Excavator_1,Misc,Air Filter Pressure Drop,19.67
7152,2024-08-11T03:20:54.868217Z,Excavator_1,Misc,System Voltage,18.05
7153,2024-08-11T03:20:54.868217Z,Excavator_1,Misc,Exhaust Gas Temperature,362.85
7154,2024-08-11T03:20:54.868217Z,Excavator_1,Misc,Hydraulic Pump Rate,119.99
7155,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Engine,Engine Oil Pressure,67.91
7156,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Engine,Engine Temperature,103.99
7157,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Engine,Engine Speed,1780.32
7158,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Fuel,Water Fuel,1776.45
7159,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Fuel,Fuel Temperature,399.88
7160,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Fuel,Fuel Level,1.05
7161,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Fuel,Fuel Pressure,32.3
7162,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Drive,Brake Control,1.1
7163,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Drive,Pedal Sensor,5.09
7164,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Drive,Transmission Pressure,447.99
7165,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,19.75
7166,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Misc,System Voltage,18.04
7167,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,363.22
7168,2024-08-11T03:20:54.868217Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,120.48
7169,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,67.82
7170,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Engine,Engine Temperature,104.07
7171,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Engine,Engine Speed,1778.52
7172,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Fuel,Water Fuel,1775.79
7173,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Fuel,Fuel Temperature,399.86
7174,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Fuel,Fuel Level,1.02
7175,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Fuel,Fuel Pressure,32.39
7176,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Drive,Brake Control,1.1
7177,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.07
7178,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Drive,Transmission Pressure,447.97
7179,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,19.82
7180,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Misc,System Voltage,18.04
7181,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,363.09
7182,2024-08-11T03:20:54.868217Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,120.37
7183,2024-08-11T03:20:54.868217Z,Dozer_1,Engine,Engine Oil Pressure,67.75
7184,2024-08-11T03:20:54.868217Z,Dozer_1,Engine,Engine Temperature,104.22
7185,2024-08-11T03:20:54.868217Z,Dozer_1,Engine,Engine Speed,1774.51
7186,2024-08-11T03:20:54.868217Z,Dozer_1,Fuel,Water Fuel,1774.53
7187,2024-08-11T03:20:54.868217Z,Dozer_1,Fuel,Fuel Temperature,399.82
7188,2024-08-11T03:20:54.868217Z,Dozer_1,Fuel,Fuel Level,0.99
7189,2024-08-11T03:20:54.868217Z,Dozer_1,Fuel,Fuel Pressure,32.45
7190,2024-08-11T03:20:54.868217Z,Dozer_1,Drive,Brake Control,1.1
7191,2024-08-11T03:20:54.868217Z,Dozer_1,Drive,Pedal Sensor,5.07
7192,2024-08-11T03:20:54.868217Z,Dozer_1,Drive,Transmission Pressure,448.08
7193,2024-08-11T03:20:54.868217Z,Dozer_1,Misc,Air Filter Pressure Drop,19.9
7194,2024-08-11T03:20:54.868217Z,Dozer_1,Misc,System Voltage,18.04
7195,2024-08-11T03:20:54.868217Z,Dozer_1,Misc,Exhaust Gas Temperature,363.58
7196,2024-08-11T03:20:54.868217Z,Dozer_1,Misc,Hydraulic Pump Rate,120.83
